p_val	avg_log2FC	pct.1	pct.2	p_val_adj
IAH1	1.32511375146815e-07	0.254253597934313	0.594	0.451	0.00245848354309886
ITGA2	1.32652963714734e-07	-0.170522904544799	0.283	0.438	0.00246111043579946
JPT2	1.33080086174128e-07	-0.174084352989317	0.307	0.469	0.0024690348387886
ITGB2	1.3584897940255e-07	-0.112723136949771	0.045	0.118	0.00252040611485551
HIPK2	1.36229498198394e-07	-0.210277063420247	0.338	0.493	0.00252746588007479
SULT1A3	1.36403979499382e-07	-0.0929864701286243	0.04	0.111	0.00253070303165203
BMP7	1.36535685179443e-07	-0.141530042417103	0.123	0.236	0.0025331465671342
ECHS1	1.38638301663177e-07	0.273320329737002	0.908	0.92	0.00257215641075693
SPIDR	1.39061883350533e-07	-0.161899118654847	0.181	0.312	0.00258001512180243
MOB1B	1.40048826288105e-07	-0.107270383835064	0.059	0.142	0.00259832587412322
NIT1	1.4087520583306e-07	-0.186847839645983	0.277	0.427	0.00261365769382076
WDR6	1.41258611304931e-07	-0.165274013825064	0.117	0.226	0.00262077101554038
AP002360.1	1.41334187752873e-07	-0.108430106599193	0.057	0.139	0.00262217318537904
TNS2	1.43468119369764e-07	-0.131213876670153	0.069	0.156	0.00266176401866724
PLEKHJ1	1.44127857516803e-07	-0.242733589633306	0.699	0.819	0.00267400414050925
SKAP2	1.46042878169438e-07	0.218919324612912	0.267	0.128	0.00270953351867758
PNN	1.51192362779141e-07	-0.305042086328408	0.712	0.812	0.00280507190664141
PRSS1	1.52857619667156e-07	-1.24001682386144	0.355	0.486	0.00283596741768475
CLUAP1	1.53443550337624e-07	-0.185917368771492	0.262	0.41	0.00284683818941394
CKAP2	1.54594425759512e-07	-0.145266954368129	0.134	0.25	0.00286819038111622
SLC39A13	1.5559640754315e-07	-0.15834637600338	0.128	0.24	0.00288678014914807
ALCAM	1.57381783741056e-07	-0.235191541740192	0.237	0.375	0.00291990423374781
GPBP1	1.57501959694226e-07	0.281301207679358	0.679	0.531	0.00292213385820698
COMMD4	1.61628857371397e-07	-0.210425802534857	0.363	0.514	0.00299870019081153
KLK8	1.63231898145331e-07	0.209030299708226	0.211	0.083	0.00302844140629032
RALB	1.63691871693386e-07	-0.198629807870153	0.288	0.434	0.0030369752955274
G6PC3	1.6489274146178e-07	-0.136599098667623	0.104	0.208	0.0030592550323404
POLD4	1.64895355181993e-07	-0.247763348916681	0.336	0.479	0.00305930352469151
BLOC1S1	1.65616248672814e-07	0.25084649812158	0.901	0.851	0.00307267826162671
RASSF7	1.66193501034665e-07	0.279235045075763	0.756	0.684	0.00308338802469614
MYBBP1A	1.66843022376152e-07	-0.134725187352312	0.083	0.177	0.00309543859414474
GLB1	1.66933139984811e-07	-0.167914957635189	0.168	0.292	0.00309711054613819
BZW1	1.68075645451937e-07	-0.235578093781173	0.573	0.705	0.00311830745006979
WDR90	1.68547633784029e-07	-0.134788692811586	0.092	0.191	0.00312706424959509
TMED1	1.69048945566329e-07	-0.195958209957743	0.306	0.458	0.0031363650870921
CHCHD2	1.69293971118353e-07	0.196372174633007	1	1	0.00314091104615881
EMC1	1.69542851883211e-07	-0.146454479934419	0.132	0.247	0.00314552853098922
CYFIP1	1.73108009652919e-07	-0.230886954656176	0.387	0.531	0.0032116729030906
ATF6B	1.75828719760648e-07	-0.172217967896211	0.194	0.326	0.00326215023771931
CCDC25	1.77137167584956e-07	-0.196407811075252	0.515	0.67	0.00328642587020368
TMEM38B	1.78778898757771e-07	0.228550568598987	0.288	0.149	0.00331688490865292
FIG4	1.79987935749905e-07	-0.105019818763427	0.045	0.118	0.003339316171968
RAB25	1.80500992989104e-07	0.199798783388528	0.976	0.958	0.00334883492292685
HK2	1.8109813523865e-07	-0.115610853501146	0.084	0.181	0.00335991370308267
R3HDM1	1.8130641246971e-07	-0.16591292245203	0.148	0.267	0.00336377787055053
UBE2D1	1.81480606916448e-07	0.247803807404044	0.313	0.17	0.00336700970012087
MAPKBP1	1.83311940200722e-07	-0.0931992031223865	0.037	0.104	0.003400986426544
MAGEF1	1.85702464986925e-07	-0.203356819063001	0.341	0.493	0.00344533783290242
SCRN2	1.880552811673e-07	-0.147644179163283	0.149	0.271	0.00348898963149692
FAM96A	1.88583872796145e-07	-0.216272106663304	0.452	0.597	0.00349879659198687
B3GNTL1	1.89781970543066e-07	-0.104375148986429	0.06	0.142	0.0035210248994855
SORL1	1.90073046226965e-07	-0.225914880333683	0.311	0.455	0.00352642522664888
DGKA	1.90742699337236e-07	-0.105947622007275	0.066	0.153	0.00353884930080374
NOSTRIN	1.91539036691678e-07	-0.176702569085465	0.206	0.34	0.0035536237477407
HSD3B7	1.91817858470464e-07	0.240434285956769	0.334	0.191	0.00355879672820252
SPDL1	1.93425063152411e-07	-0.0886695446418727	0.037	0.104	0.00358861519666667
SEPT7	1.94870051257112e-07	0.299294221332194	0.825	0.774	0.0036154240609732
KARS	1.95077266659633e-07	-0.158236829314135	0.295	0.455	0.00361926852833617
OGA	1.99858374342176e-07	-0.201680331872893	0.213	0.347	0.00370797241917039
MARVELD1	2.00836122416331e-07	-0.0868946479149647	0.037	0.104	0.00372611257919019
RAP2A	2.01151867422544e-07	-0.125422064141772	0.083	0.177	0.00373197059629046
RPGRIP1L	2.01632299306688e-07	-0.146971358798569	0.093	0.191	0.00374088404903699
MADD	2.02227468465847e-07	-0.121716925495077	0.103	0.208	0.00375192622244685
IGSF3	2.0294909084086e-07	-0.0960866939934196	0.045	0.118	0.00376531448237048
RPP25	2.04393817466227e-07	0.255220301242381	0.442	0.295	0.00379211849545091
C18orf25	2.04648232271951e-07	-0.141414018724188	0.084	0.177	0.0037968386533415
SIAH2	2.06908842344152e-07	0.244194301618863	0.393	0.243	0.00383877975201106
UHRF1BP1	2.07337886757431e-07	-0.100912081481025	0.047	0.122	0.00384673981301062
POR	2.07690407499414e-07	0.264501406823076	0.553	0.413	0.00385328013033662
FUT4	2.09507497022171e-07	0.238632466590964	0.279	0.142	0.00388699259225234
RAB1B	2.18584441321072e-07	-0.212101279456019	0.36	0.503	0.00405539713982985
TM4SF4	2.23915905598499e-07	0.215038559429465	0.117	0.017	0.00415431179656896
ME2	2.24128774097102e-07	-0.208340192046147	0.254	0.392	0.00415826114582354
GCFC2	2.2422916462266e-07	-0.121525764210876	0.058	0.139	0.00416012369124422
FKTN	2.30006562602192e-07	-0.112891916393931	0.069	0.156	0.00426731175595846
GOLM1	2.30043258525532e-07	0.280656769233989	0.714	0.604	0.00426799257542419
GATD1	2.34083831609792e-07	-0.141108198675213	0.12	0.229	0.00434295732785648
KRT7	2.35084431189552e-07	-0.866775851590788	0.735	0.778	0.00436152145185975
LMNA	2.35736272859259e-07	0.258645424286885	0.974	0.955	0.00437361507035784
ELMO2	2.36790126353414e-07	-0.0918068338888307	0.041	0.111	0.00439316721423488
MAFG-DT	2.40668324377564e-07	-0.111384425959863	0.063	0.146	0.00446511942217694
SLC35B4	2.41499159160506e-07	-0.138931578739043	0.107	0.212	0.00448053389990487
LINC00667	2.41611313334056e-07	-0.167219219698841	0.219	0.358	0.00448261469628675
PMS1	2.42815027747112e-07	-0.148638744975803	0.141	0.257	0.00450494720979217
TEF	2.46414010874016e-07	-0.1026711083694	0.046	0.118	0.00457171914374561
TMOD3	2.46530052121496e-07	-0.265263305754495	0.53	0.653	0.00457387205701012
NFKB1	2.48359105518133e-07	-0.155490591154018	0.115	0.222	0.00460780648467792
CAST	2.49955895008108e-07	0.274751501825264	0.943	0.899	0.00463743172008542
NOL4L	2.50445999154756e-07	0.242935773076941	0.342	0.198	0.00464652462231818
PNKP	2.51489465147925e-07	-0.183860457631588	0.338	0.493	0.00466588404688945
TSPAN9	2.53679358555796e-07	-0.0886695446418727	0.037	0.104	0.00470651313928568
NOL12	2.54434060973862e-07	-0.134742406150897	0.132	0.247	0.00472051513324806
HGD	2.60250468527158e-07	-0.173896598333202	0.325	0.483	0.00482842694258435
ATPAF1	2.619196771712e-07	-0.164134645258113	0.193	0.323	0.00485939577055728
USP45	2.6205208304437e-07	-0.0954991578252956	0.046	0.118	0.0048618522967222
ZNF428	2.64222577442041e-07	-0.194593401129295	0.335	0.493	0.00490212147928219
CCZ1	2.67643271349544e-07	-0.179691636014181	0.293	0.441	0.00496558561334809
PCNX3	2.68317167920849e-07	-0.123974326435773	0.09	0.188	0.00497808841643552
TRIQK	2.7050902681208e-07	-0.187061839300655	0.19	0.316	0.00501875397444452
PTPRE	2.70513734834338e-07	-0.149930389892639	0.157	0.278	0.00501884132238148
RPL31	2.73068329012178e-07	0.210588090565761	0.99	0.99	0.00506623670816294
ZNF580	2.73411984661437e-07	-0.193843482706331	0.298	0.444	0.00507261255142364
UNC5B	2.75746792431511e-07	-0.12946612994926	0.042	0.111	0.00511593023998183
SYCE1L	2.75997987187626e-07	-0.104679637082131	0.042	0.111	0.00512059065629202
CWC25	2.77586003654005e-07	0.245417368627316	0.412	0.267	0.00515005312579275
TRPS1	2.79398190913463e-07	-0.119786529472339	0.046	0.118	0.00518367463601749
FBXO6	2.79952923412632e-07	0.238859787956106	0.375	0.233	0.00519396658807455
COG6	2.81128071249222e-07	-0.14219620403665	0.12	0.229	0.00521576910588681
ASNS	2.81220476568574e-07	0.300805555531272	0.284	0.149	0.00521748350177676
EHMT2	2.83143750100064e-07	-0.180710753753278	0.189	0.316	0.00525316599560649
MAP3K6	2.83842759422787e-07	-0.10311793068651	0.054	0.132	0.00526613471557097
MMS19	2.87225097334784e-07	-0.118070056883318	0.072	0.16	0.00532888723085225
GNL1	2.87898446367362e-07	-0.15506200421987	0.249	0.396	0.00534137987545366
RAB11FIP2	2.88036255584028e-07	-0.136827514900703	0.1	0.201	0.00534393664985047
HAUS3	2.88047144132109e-07	-0.121474879625109	0.086	0.181	0.00534413866508302
IDE	2.90438797278011e-07	-0.123683450725075	0.098	0.198	0.00538851100589894
PATL1	2.92277298250924e-07	-0.132525641303017	0.137	0.253	0.0054226207144494
SGPP1	2.92619371721775e-07	-0.0957187695105092	0.042	0.111	0.00542896720355408
FPGS	2.9444013214597e-07	-0.150041797987635	0.129	0.24	0.00546274777170419
EPS8	2.96184820258472e-07	0.30105659148771	0.632	0.507	0.00549511697025543
MYADM	2.96541868680568e-07	0.27377943950368	0.328	0.184	0.00550174128963057
YIPF3	2.9869787047804e-07	0.281980527770806	0.703	0.635	0.00554174159097907
ZDHHC5	2.99101156390571e-07	-0.155874324362487	0.202	0.337	0.00554922375451426
ADAM15	2.99555171715452e-07	-0.209397837301255	0.342	0.486	0.00555764710083678
RUNDC1	3.07144855575322e-07	-0.158197957324025	0.15	0.267	0.00569845850548896
CCDC159	3.14400991471411e-07	-0.112973317088848	0.081	0.174	0.00583308159476909
YKT6	3.15098469024419e-07	-0.136981532940059	0.168	0.295	0.00584602189581005
ZNF24	3.15751701379183e-07	-0.193590919300816	0.423	0.58	0.00585814131568799
NXT1	3.22920548831262e-07	0.253790344279692	0.492	0.351	0.0059911449424664
PTPN14	3.24054089177267e-07	-0.122297748628389	0.093	0.191	0.00601217551650583
MAGI1	3.2546384989006e-07	-0.199482716580119	0.239	0.372	0.00603833080701028
TPM1	3.25896774580129e-07	0.274640690131218	0.888	0.861	0.00604636285878513
MRPS33	3.283030879369e-07	0.30377707340699	0.66	0.583	0.00609100719049331
EMG1	3.29413251928924e-07	-0.175954693713734	0.271	0.417	0.00611160406303732
CPNE3	3.38207541937905e-07	0.273148617589414	0.602	0.49	0.00627476452557396
BCOR	3.43294998779333e-07	-0.111121668345212	0.061	0.142	0.00636915211235296
MMP24OS	3.44158082165231e-07	0.292653858320465	0.706	0.604	0.00638516489841153
PDIA3	3.45817768537539e-07	-0.201216116370393	0.948	0.979	0.00641595705967697
FOXO3	3.46308453010251e-07	-0.153391583590458	0.177	0.306	0.00642506072869919
KCTD10	3.46431665548786e-07	-0.111173399167631	0.07	0.156	0.00642734669092662
TADA2B	3.46971916614913e-07	-0.104953731324599	0.059	0.139	0.00643736996895648
PRELID1	3.47373857608732e-07	0.219211435216698	0.948	0.958	0.00644482718021481
ASXL1	3.5195916088366e-07	0.246080884529168	0.43	0.288	0.00652989831187455
ORAOV1	3.52803556453474e-07	-0.123729091085119	0.086	0.181	0.00654556438288131
ZNF165	3.53630827188464e-07	0.199891455719147	0.188	0.069	0.00656091273682758
TRRAP	3.53949224516151e-07	-0.129520412456822	0.096	0.194	0.00656681996244815
PILRB	3.54055053639482e-07	-0.132872919869905	0.094	0.191	0.00656878341017332
MRPL37	3.55717139195143e-07	0.258109890745281	0.518	0.375	0.00659962008348749
CNN2	3.56306924371634e-07	0.225319009300488	0.475	0.323	0.00661056236786692
MANBA	3.60567129695362e-07	-0.162998596293638	0.129	0.236	0.00668960195723805
SWSAP1	3.64527548519946e-07	-0.126867923917028	0.118	0.226	0.00676307960769056
FADD	3.65304248209642e-07	-0.153981449355936	0.229	0.372	0.00677748971703349
POLD2	3.66704878250314e-07	-0.229446420296961	0.487	0.625	0.00680347560617807
GTPBP4	3.70129231112573e-07	0.257543041244236	0.471	0.33	0.00686700762483157
KRIT1	3.72557702172803e-07	-0.189615696207064	0.227	0.358	0.00691206304841201
CTH	3.76977971059552e-07	0.186696254845239	0.14	0.035	0.00699407229706786
SYTL4	3.80604279072141e-07	-0.0978507395046935	0.042	0.111	0.00706135118962543
LINC01089	3.82983332779352e-07	-0.130199081550947	0.082	0.174	0.00710548977305532
CLCC1	3.85556283280892e-07	-0.120066963925723	0.091	0.188	0.00715322572371039
TMEM41A	3.86612292631558e-07	0.240819363031855	0.313	0.174	0.00717281786519329
UBXN8	3.88841777102542e-07	-0.118401320493248	0.103	0.205	0.00721418149058347
SOCS3	3.90833686424234e-07	0.248456758327563	0.25	0.118	0.00725113738422881
TNRC6B	3.92664228831304e-07	-0.204892946100484	0.32	0.462	0.00728509943750718
GAREM1	3.9614899138751e-07	-0.0984734355979046	0.057	0.135	0.00734975223721248
ZMYND15	4.00764071827718e-07	0.149688489919284	0.136	0.031	0.00743537582461966
FAM122B	4.02429775635431e-07	-0.121750716352854	0.089	0.184	0.00746627962736416
NOP53	4.02603295706083e-07	0.226058683731015	0.98	0.955	0.00746949894523496
COMMD6	4.03064363271404e-07	0.225228948057508	0.977	0.948	0.00747805313177435
FAM20B	4.03562836897269e-07	-0.124215374211791	0.101	0.201	0.00748730131295503
WTIP	4.07713027475633e-07	-0.0959397875179717	0.038	0.104	0.00756429979875542
TSPAN1	4.09965713704827e-07	0.267828754983057	0.916	0.816	0.00760609388636565
SMAD2	4.13748090557347e-07	-0.167371727986729	0.243	0.385	0.00767626832411046
JMJD4	4.15056675045479e-07	-0.143172864097458	0.147	0.264	0.00770054649211877
TMPO	4.15673595744564e-07	-0.26834960177387	0.406	0.545	0.00771199222184889
C15orf65	4.16466026294138e-07	-0.116993314580659	0.096	0.194	0.00772669418583514
NAGA	4.26404102112762e-07	-0.123683450725075	0.096	0.194	0.00791107530649807
PLEKHA7	4.26477617647982e-07	-0.125844811117753	0.106	0.208	0.00791243924022302
RNF207	4.29139129880249e-07	-0.153512685928941	0.085	0.177	0.00796181827666826
TSPAN4	4.30878207850966e-07	-0.134230266235661	0.092	0.188	0.00799408339025896
SMAD3	4.34504118258911e-07	-0.214964335850684	0.228	0.358	0.00806135490605758
GAS8	4.35567080161176e-07	-0.152386702283653	0.138	0.25	0.0080810760382303
SLC16A3	4.38571725500757e-07	-0.19056321004183	0.478	0.646	0.00813682122321555
MPHOSPH9	4.39691714505141e-07	-0.117220216834375	0.073	0.16	0.00815760037921388
RPL26	4.40740110078319e-07	-0.133264261743468	1	1	0.00817705126228305
RPS6KA4	4.41717791070817e-07	-0.149173571688467	0.14	0.253	0.00819519017773686
HIST1H2BN	4.43896004153929e-07	0.212303788584282	0.21	0.087	0.00823560256506785
C5orf38	4.44569548253468e-07	-0.143702779637259	0.142	0.257	0.00824809882874658
WASF2	4.46649323479389e-07	-0.220336578203654	0.697	0.809	0.0082866848985131
C17orf80	4.47992399040608e-07	-0.0931514029688728	0.046	0.118	0.0083116029794004
AGAP6	4.47992474632833e-07	-0.0925650607373152	0.046	0.118	0.00831160438186295
DNAJB12	4.49514098858673e-07	-0.160126410515354	0.171	0.292	0.00833983507612497
UNC93B1	4.51859841629157e-07	0.277015398357438	0.507	0.382	0.00838335564174575
TBC1D9	4.53198412070698e-07	-0.109910986302672	0.055	0.132	0.00840819013914765
AMN1	4.53236839510519e-07	-0.137950927602266	0.114	0.219	0.00840890308343866
CYP2R1	4.54029174724745e-07	-0.0896515905784709	0.038	0.104	0.0084236032786682
USP10	4.55198549507792e-07	-0.174389533790835	0.273	0.417	0.00844529868901806
STK39	4.5862943718476e-07	0.235081124065666	0.408	0.26	0.00850895194808884
RAB17	4.61726516638541e-07	-0.176377957627842	0.384	0.545	0.00856641206319484
SLC43A1	4.62172617149586e-07	-0.122490738400717	0.123	0.233	0.00857468856597627
RAP1GAP	4.66503526520002e-07	-0.151376051060185	0.198	0.33	0.0086550399275256
CCT2	4.69460913268357e-07	-0.238077218520018	0.655	0.767	0.00870990832386783
CHST4	4.72886347809915e-07	0.17925094207431	0.144	0.038	0.00877346041091735
BRK1	4.73084391024042e-07	0.261642577163685	0.765	0.705	0.00877713470666905
RFXAP	4.74053966074739e-07	-0.091393090696514	0.046	0.118	0.00879512323258463
TRAF3IP1	4.74867081035622e-07	-0.140733467917251	0.147	0.264	0.00881020895445389
LACTB2	4.7664207598076e-07	0.279455469154374	0.552	0.427	0.00884314043567104
FZD7	4.90643273779756e-07	-0.110343088762754	0.073	0.16	0.00910290465843581
RPL15	4.90893755016549e-07	-0.152493276981732	0.999	1	0.00910755183682203
PXN	5.15911406823997e-07	-0.170947800464636	0.204	0.33	0.00957170433080562
SDF2	5.17203410113035e-07	0.250806193131699	0.563	0.438	0.00959567486782714
GNPTAB	5.2229002796701e-07	-0.18283536148294	0.187	0.309	0.00969004688887193
EDF1	5.23742653553443e-07	-0.155849825966213	0.986	1	0.00971699745137702
AGPAT1	5.25334339705325e-07	-0.163679800000597	0.206	0.337	0.0097465280045529
MIIP	5.26549830994612e-07	0.226392894534593	0.312	0.177	0.00976907901444304
ACAD9	5.39899112652741e-07	-0.134680744772034	0.119	0.226	0.0100167482370463
ACIN1	5.4129668438626e-07	-0.234058746280152	0.368	0.493	0.0100426773854183
DIP2B	5.4563825504685e-07	-0.122856391439199	0.095	0.191	0.0101232265458842
CAMKK1	5.46995791229102e-07	-0.102878614717906	0.058	0.135	0.0101484129146735
POLR2E	5.49146835777407e-07	0.262210708042497	0.778	0.705	0.0101883212441782
ARRDC1-AS1	5.50664025823754e-07	-0.136730670545772	0.11	0.212	0.0102164696711081
PSMB8	5.54790640989049e-07	-0.254132446955373	0.699	0.809	0.0102930307622698
MYO5B	5.5888383179348e-07	-0.194255898910782	0.258	0.392	0.0103689717312644
RABL2A	5.60432936644117e-07	-0.0931514029688728	0.047	0.118	0.0103977122735583
NME7	5.61363390703979e-07	-0.135109199120168	0.145	0.26	0.0104149749877309
TBC1D30	5.61439741015415e-07	-0.11464322619638	0.076	0.163	0.010416391515059
OSBPL11	5.72720651752539e-07	-0.111173399167631	0.071	0.156	0.0106256862519649
PRRC1	5.77283947477999e-07	-0.177619023155597	0.314	0.462	0.0107103490775593
IGF2BP2	5.78635088285087e-07	-0.193035511502978	0.402	0.552	0.0107354167929532
ZDHHC18	5.79001345815758e-07	-0.102813450868626	0.082	0.174	0.0107422119689198
C1orf43	5.79552618323992e-07	0.233029479277326	0.79	0.694	0.010752439727765
PYROXD2	5.82588903283696e-07	-0.12805414545594	0.107	0.208	0.0108087719226224
MIDN	5.97655293298548e-07	0.279468974436785	0.525	0.392	0.011088298656568
SEPT1	6.00201023256837e-07	0.210362072219991	0.267	0.135	0.0111355295844841
NOL10	6.03179601874089e-07	-0.157581824885019	0.168	0.288	0.01119079115357
RHOBTB3	6.12284196766648e-07	-0.198995711869225	0.249	0.382	0.0113597087026116
TRIM25	6.18878869334927e-07	-0.17401402948606	0.213	0.344	0.0114820596627709
CDR2	6.20769490563281e-07	0.25412109384665	0.301	0.17	0.0115171363584206
CNOT6	6.22897222039307e-07	-0.129300332471514	0.117	0.222	0.0115566121604953
FAM229A	6.26664426830011e-07	-0.089052002895352	0.047	0.118	0.0116265051109772
EXOC6	6.30365383282561e-07	-0.165084876400907	0.208	0.337	0.0116951689560414
FAM129B	6.32654104766984e-07	-0.238080261310614	0.466	0.604	0.0117376316057419
ARHGAP21	6.34414798769377e-07	-0.261429596525098	0.478	0.615	0.0117702977615682
FARSB	6.34583262721423e-07	-0.138412362851164	0.148	0.264	0.0117734232732706
MAST4	6.37930756743893e-07	-0.122874310678252	0.086	0.177	0.0118355293298694
DERL2	6.41251545147584e-07	0.248720298549935	0.46	0.323	0.0118971399171231
CSNK2A2	6.45985674809965e-07	0.246699224974395	0.496	0.358	0.0119849722247493
PSMA2	6.52286912478742e-07	-0.220662873169811	0.706	0.788	0.0121018790872181
MBD3	6.53793904218953e-07	-0.171344735508817	0.149	0.26	0.0121298383049742
TRIM41	6.6014432789444e-07	-0.107246232854659	0.078	0.167	0.0122476577154255
RREB1	6.64955272738926e-07	-0.158979297332616	0.212	0.344	0.0123369151751253
MYL5	6.69734014922665e-07	-0.100102583917501	0.064	0.146	0.0124255751788602
BAZ1B	6.70270659292864e-07	-0.181787309825706	0.282	0.424	0.0124355315418605
CFAP69	6.78062333511488e-07	-0.119207250186946	0.058	0.135	0.0125800904736386
YWHAQ	6.83843512208827e-07	0.263356542513036	0.77	0.681	0.0126873486820104
RNF128	6.88909714938815e-07	-0.171514812141124	0.259	0.399	0.0127813419412598
GCDH	6.90011028628404e-07	-0.118129211609565	0.107	0.208	0.0128017746141428
MAGOH	6.92582762514399e-07	0.259647828089078	0.676	0.59	0.0128494879929296
ACER3	6.96389422393547e-07	-0.138716258007191	0.121	0.226	0.0129201129536675
CLN5	7.04872387906536e-07	-0.147680535608001	0.163	0.281	0.01307749741283
DNAJC15	7.04936492920305e-07	-0.183156753575795	0.444	0.597	0.0130786867531504
BLOC1S4	7.16719000068686e-07	-0.17335299339274	0.267	0.41	0.0132972876082743
IMP4	7.21512149888587e-07	0.28196527905628	0.601	0.51	0.013386214916883
RHBDD3	7.27041013593018e-07	-0.106847473764841	0.072	0.156	0.0134887919251913
ZNF516	7.29955858914208e-07	-0.116059003691751	0.069	0.153	0.0135428710504353
METTL17	7.32722977488134e-07	-0.147267265894446	0.15	0.264	0.0135942094013374
ZNF638	7.33962262794975e-07	-0.193057726120929	0.3	0.444	0.0136172018616352
CSTF1	7.34276659150072e-07	0.190792230631032	0.251	0.122	0.0136230348572113
KDM4A	7.36829665514121e-07	-0.102980492394055	0.065	0.146	0.0136704007842835
APH1A	7.38074184557743e-07	0.248928169528388	0.695	0.611	0.0136934903460998
ERAP2	7.42426163905918e-07	-0.126250353656202	0.086	0.177	0.0137742326189465
BOLA2-SMG1P6	7.5448714558038e-07	-0.104038337482035	0.058	0.135	0.0139980000119528
PLXNA1	7.5550376561794e-07	-0.108632720997651	0.076	0.163	0.0140168613635096
ECHDC2	7.67471794170918e-07	-0.185662891672022	0.335	0.486	0.014238904197253
ANKEF1	7.70332822445875e-07	-0.0933143181111484	0.052	0.125	0.0142919848548383
ANKRD11	7.71145740108604e-07	-0.248408695864959	0.67	0.771	0.0143070669162349
RNF103	7.71599685593564e-07	0.223264856980777	0.293	0.156	0.0143154889668174
IFT22	7.75378144827218e-07	-0.189777927409238	0.279	0.413	0.0143855907209794
SLC6A14	7.78018251250759e-07	-0.178462436799947	0.106	0.205	0.0144345726154553
UVRAG	7.86602352417999e-07	-0.15656407493392	0.199	0.326	0.0145938334444111
ERI3	7.87553168648866e-07	-0.180933373818944	0.301	0.444	0.0146114739379424
ABCF1	7.96778786651828e-07	-0.201528013667865	0.417	0.566	0.0147826368287514
CCDC92	7.98698694008726e-07	-0.106028351364676	0.052	0.125	0.0148182568699439
USP12	7.9915388166492e-07	-0.137178937736573	0.201	0.333	0.0148267019665293
FAM168B	8.0407005368137e-07	-0.167711355143111	0.216	0.344	0.0149179117059505
SLC25A26	8.07010073607839e-07	0.206899628591547	0.289	0.156	0.0149724578956462
NRBP2	8.17405407053619e-07	-0.119217531223635	0.077	0.163	0.0151653225170658
CIPC	8.19536984134773e-07	-0.102192469457601	0.052	0.125	0.0152048696666524
RTCA	8.2204144219532e-07	0.225662916604345	0.417	0.278	0.0152513348770498
AATF	8.25807374497788e-07	0.220597535930942	0.337	0.201	0.0153212042190575
DET1	8.27881668743485e-07	-0.0872913527663376	0.041	0.108	0.0153596886001979
TAOK2	8.33472540417742e-07	-0.129268804355931	0.094	0.188	0.0154634160423704
GCNT2	8.36138720831967e-07	-0.146738902936375	0.145	0.257	0.0155128816875955
HDHD3	8.40987088495616e-07	0.269692067510794	0.678	0.566	0.0156028334528592
GBP2	8.41199145942905e-07	0.253668091189717	0.532	0.378	0.0156067677546787
FOXO1	8.41583305602309e-07	-0.117836376566295	0.098	0.194	0.0156138950688396
DPP3	8.423331993016e-07	-0.136429194674909	0.16	0.278	0.0156278078466426
LY6K	8.43672920557372e-07	0.184692594658806	0.17	0.059	0.0156526636951009
DNM1	8.4587069673716e-07	-0.130214729189269	0.133	0.243	0.0156934390365645
CEP97	8.57711665766537e-07	-0.0861126802817491	0.041	0.108	0.0159131245349666
KLF4	8.58341071086443e-07	0.245431055882238	0.561	0.392	0.0159248018918668
AC008267.5	8.62014813620575e-07	-0.0915993030011056	0.043	0.111	0.0159929608371025
SNX33	8.72018540624409e-07	-0.0910117668329816	0.046	0.115	0.0161785599842047
ANAPC13	8.74040942059057e-07	0.233760169266897	0.501	0.365	0.0162160815980217
SUPT20H	8.79310931841896e-07	-0.1571819354329	0.173	0.292	0.0163138557184627
TRIP12	8.80496011155341e-07	-0.18983960400226	0.258	0.389	0.016335842494965
ARHGEF35	8.87324460256015e-07	0.24944728019338	0.516	0.389	0.0164625307111298
PLEC	9.0180194005639e-07	-0.205532898133657	0.334	0.472	0.0167311313938662
PDE4D	9.05420980155548e-07	-0.112766101794567	0.052	0.125	0.0167982754448259
MICAL2	9.06751601277772e-07	-0.130574635842629	0.099	0.194	0.0168229624585065
DCAF16	9.18204275709408e-07	-0.119220877616088	0.082	0.17	0.0170354439272366
SCAMP4	9.1822909738865e-07	-0.183485908419726	0.263	0.396	0.0170359044438516
GTPBP2	9.18783281737596e-07	-0.107566248240515	0.079	0.167	0.0170461862260776
RRP7A	9.26082903104444e-07	-0.183688179018149	0.375	0.528	0.0171816161012967
ATG16L1	9.3020386488465e-07	-0.141228539858413	0.114	0.215	0.0172580723052049
YPEL3	9.31302668384022e-07	0.361755851327447	0.666	0.569	0.0172784584065288
TMEM9	9.32214545431305e-07	-0.205672424073025	0.442	0.58	0.017295376461387
PRMT1	9.33005343671322e-07	-0.218249168358028	0.672	0.788	0.017310048141134
PDK4	9.36561460018865e-07	-0.117484662145738	0.063	0.142	0.01737602476773
RPS14	9.4451590658075e-07	0.148533898749814	1	1	0.0175236036147927
AP006284.1	9.70030548547734e-07	-0.0911881844459984	0.05	0.122	0.0179969767672061
BAG6	9.82660720951961e-07	-0.156421531100992	0.343	0.497	0.0182313043558217
AK4	9.88964532918872e-07	-0.121901918474345	0.143	0.257	0.0183482589792438
LINC02381	9.9373741855791e-07	0.218536003665691	0.29	0.16	0.0184368103265049
MTMR6	9.99454226383861e-07	-0.130637049541119	0.095	0.188	0.0185428742620998
TUFT1	1.00276812107448e-06	0.188335765889992	0.213	0.094	0.0186043569502948
NRARP	1.00655538870522e-06	0.288118708442677	0.371	0.243	0.0186746221266479
ATP5PB	1.01028936988641e-06	0.260400503377288	0.795	0.743	0.0187438986795025
